,Previous_10_Left_Choice,Previous_10_Right_Choice,Previous_10_Left_Reward,Previous_10_Right_Reward,Streak,5_Port,5_Reward,5_ITI,5_trialDuration,4_Port,4_Reward,4_ITI,4_trialDuration,3_Port,3_Reward,3_ITI,3_trialDuration,2_Port,2_Reward,2_ITI,2_trialDuration,1_Port,1_Reward,1_ITI,1_trialDuration,0_ITI,0_trialDuration,Decision
5600,1.0,9.0,0.0,6.0,2.0,0.0,1.0,1.479,0.366,0.0,0.0,1.1320000000000001,0.619,1.0,0.0,1.39,1.56,0.0,1.0,1.636,0.37799999999999995,0.0,1.0,2.286,0.36,4.1610000000000005,0.639,0.0
5601,1.0,9.0,0.0,6.0,3.0,0.0,0.0,1.1320000000000001,0.619,1.0,0.0,1.39,1.56,0.0,1.0,1.636,0.37799999999999995,0.0,1.0,2.286,0.36,0.0,1.0,4.1610000000000005,0.639,1.159,0.276,0.0
5602,1.0,9.0,0.0,6.0,4.0,1.0,0.0,1.39,1.56,0.0,1.0,1.636,0.37799999999999995,0.0,1.0,2.286,0.36,0.0,1.0,4.1610000000000005,0.639,0.0,1.0,1.159,0.276,1.3459999999999999,0.631,0.0
5603,1.0,9.0,0.0,6.0,-1.0,0.0,1.0,1.636,0.37799999999999995,0.0,1.0,2.286,0.36,0.0,1.0,4.1610000000000005,0.639,0.0,1.0,1.159,0.276,0.0,0.0,1.3459999999999999,0.631,1.351,0.39399999999999996,0.0
5604,1.0,9.0,0.0,6.0,1.0,0.0,1.0,2.286,0.36,0.0,1.0,4.1610000000000005,0.639,0.0,1.0,1.159,0.276,0.0,0.0,1.3459999999999999,0.631,0.0,1.0,1.351,0.39399999999999996,3.861,0.355,0.0
5605,1.0,9.0,0.0,7.0,2.0,0.0,1.0,4.1610000000000005,0.639,0.0,1.0,1.159,0.276,0.0,0.0,1.3459999999999999,0.631,0.0,1.0,1.351,0.39399999999999996,0.0,1.0,3.861,0.355,2.864,0.242,0.0
5606,1.0,9.0,0.0,6.0,-1.0,0.0,1.0,1.159,0.276,0.0,0.0,1.3459999999999999,0.631,0.0,1.0,1.351,0.39399999999999996,0.0,1.0,3.861,0.355,0.0,0.0,2.864,0.242,1.2819999999999998,0.31,0.0
5607,1.0,9.0,0.0,7.0,1.0,0.0,0.0,1.3459999999999999,0.631,0.0,1.0,1.351,0.39399999999999996,0.0,1.0,3.861,0.355,0.0,0.0,2.864,0.242,0.0,1.0,1.2819999999999998,0.31,4.149,0.35700000000000004,0.0
5608,0.0,10.0,0.0,7.0,-1.0,0.0,1.0,1.351,0.39399999999999996,0.0,1.0,3.861,0.355,0.0,0.0,2.864,0.242,0.0,1.0,1.2819999999999998,0.31,0.0,0.0,4.149,0.35700000000000004,1.307,0.298,0.0
5609,0.0,10.0,0.0,7.0,1.0,0.0,1.0,3.861,0.355,0.0,0.0,2.864,0.242,0.0,1.0,1.2819999999999998,0.31,0.0,0.0,4.149,0.35700000000000004,0.0,1.0,1.307,0.298,3.304,0.24,0.0
5610,0.0,10.0,0.0,7.0,2.0,0.0,0.0,2.864,0.242,0.0,1.0,1.2819999999999998,0.31,0.0,0.0,4.149,0.35700000000000004,0.0,1.0,1.307,0.298,0.0,1.0,3.304,0.24,3.898,0.35600000000000004,0.0
5611,0.0,10.0,0.0,6.0,-1.0,0.0,1.0,1.2819999999999998,0.31,0.0,0.0,4.149,0.35700000000000004,0.0,1.0,1.307,0.298,0.0,1.0,3.304,0.24,0.0,0.0,3.898,0.35600000000000004,1.236,0.275,0.0
5612,0.0,10.0,0.0,6.0,1.0,0.0,0.0,4.149,0.35700000000000004,0.0,1.0,1.307,0.298,0.0,1.0,3.304,0.24,0.0,0.0,3.898,0.35600000000000004,0.0,1.0,1.236,0.275,1.0490000000000002,0.484,0.0
5613,0.0,10.0,0.0,7.0,2.0,0.0,1.0,1.307,0.298,0.0,1.0,3.304,0.24,0.0,0.0,3.898,0.35600000000000004,0.0,1.0,1.236,0.275,0.0,1.0,1.0490000000000002,0.484,3.187,0.37799999999999995,0.0
5614,0.0,10.0,0.0,7.0,3.0,0.0,1.0,3.304,0.24,0.0,0.0,3.898,0.35600000000000004,0.0,1.0,1.236,0.275,0.0,1.0,1.0490000000000002,0.484,0.0,1.0,3.187,0.37799999999999995,2.965,0.31,0.0
5615,0.0,10.0,0.0,7.0,4.0,0.0,0.0,3.898,0.35600000000000004,0.0,1.0,1.236,0.275,0.0,1.0,1.0490000000000002,0.484,0.0,1.0,3.187,0.37799999999999995,0.0,1.0,2.965,0.31,4.069,0.353,0.0
5616,0.0,10.0,0.0,8.0,5.0,0.0,1.0,1.236,0.275,0.0,1.0,1.0490000000000002,0.484,0.0,1.0,3.187,0.37799999999999995,0.0,1.0,2.965,0.31,0.0,1.0,4.069,0.353,4.325,0.34700000000000003,0.0
5617,0.0,10.0,0.0,8.0,6.0,0.0,1.0,1.0490000000000002,0.484,0.0,1.0,3.187,0.37799999999999995,0.0,1.0,2.965,0.31,0.0,1.0,4.069,0.353,0.0,1.0,4.325,0.34700000000000003,3.127,0.32,0.0
5618,0.0,10.0,0.0,9.0,7.0,0.0,1.0,3.187,0.37799999999999995,0.0,1.0,2.965,0.31,0.0,1.0,4.069,0.353,0.0,1.0,4.325,0.34700000000000003,0.0,1.0,3.127,0.32,1.869,0.35600000000000004,0.0
